# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	19856
#@/user_id	240c8f47-1b3e-481f-bf46-4ce45a0f2d10
a 	啊	c=2 d=0.0773569 t=19856
gai cheng 	改成	c=7 d=0.474734 t=19856
gai cheng xu 	改程序	c=2 d=4.73711e-06 t=19856
gai cuo 	改錯	c=0 d=2.90934e-06 t=19856
gai cuo le 	改錯了	c=2 d=5.87723e-05 t=19856
gai dan yuan 	該單元	c=5 d=0.103969 t=19856
gai de 	改的	c=2 d=7.21275e-10 t=19856
gai dong 	改動	c=4 d=6.67224e-05 t=19856
gai fang an 	該方案	c=1 d=4.34392e-15 t=19856
gai hui 	改回	c=1 d=3.06163e-17 t=19856
gai hui lai 	改回來	c=1 d=3.36675e-17 t=19856
gai le 	改了	c=4 d=0.00302755 t=19856
gai lv 	概率	c=0 d=0.00175097 t=19856
gai nian 	概念	c=4 d=2.33001e-06 t=19856
gai nian gu 	概念股	c=0 d=6.57718e-14 t=19856
gai nian gu zuo ri 	概念股昨日	c=1 d=6.61015e-13 t=19856
gai nian she ji 	概念設計	c=1 d=2.63293e-07 t=19856
gai shu ju 	該數據	c=1 d=3.41414e-05 t=19856
gai wan 	改完	c=0 d=0.000331267 t=19856
gai wei 	改爲	c=2 d=5.91757e-05 t=19856
gai xia 	改下	c=3 d=4.21199e-05 t=19856
gai yong 	改用	c=1 d=0.000430743 t=19856
gai zao 	改造	c=1 d=3.68381e-17 t=19856
gan 	敢	c=1 d=2.79526e-05 t=19856
gan 	趕	c=2 d=0.00161245 t=19856
gan huo 	幹活	c=2 d=3.0291e-09 t=19856
gan ju 	柑橘	c=1 d=0.0225956 t=19856
gan ju de 	柑橘的	c=1 d=0.00296761 t=19856
gan jue 	感覺	c=13 d=0.0848051 t=19856
gan shang 	趕上	c=1 d=1.21929e-09 t=19856
gan yi 	幹一	c=0 d=0.000158844 t=19856
gan yi kuai le 	幹一快樂	c=1 d=0.00159641 t=19856
gan zhe 	趕着	c=1 d=4.47469e-11 t=19856
gang 	剛	c=10 d=0.0692186 t=19856
gang gai 	缸蓋	c=0 d=0.000298248 t=19856
gang gai le 	缸蓋了	c=1 d=0.00299743 t=19856
gang gang 	剛剛	c=2 d=0.101774 t=19856
gang hao 	剛好	c=4 d=1.21333e-09 t=19856
gang la du zi 	剛拉肚子	c=1 d=2.31275e-11 t=19856
gang lian shang 	剛臉上	c=1 d=3.47589e-10 t=19856
gang zai 	剛在	c=1 d=3.20255e-17 t=19856
gao 	搞	c=4 d=7.50839e-12 t=19856
gao 	高	c=18 d=0.76828 t=19856
gao de hao yong 	高的好用	c=1 d=9.01244e-13 t=19856
gao dian 	高點	c=1 d=5.87585e-10 t=19856
gao feng 	高峯	c=4 d=0.192359 t=19856
gao feng le 	高峯了	c=1 d=0.000160054 t=19856
gao feng qi 	高峯期	c=1 d=0.0578443 t=19856
gao hou 	高後	c=1 d=6.24344e-18 t=19856
gao jia 	高價	c=1 d=2.78947e-10 t=19856
gao le 	高了	c=3 d=0.0587185 t=19856
gao ne 	高呢	c=1 d=4.35442e-14 t=19856
gao shang 	告上	c=0 d=2.28935e-10 t=19856
gao shang jin tian 	告上今天	c=1 d=2.30082e-09 t=19856
gao su wo 	告訴我	c=1 d=1.34775e-11 t=19856
gao xie 	高些	c=1 d=3.27459e-14 t=19856
gao yu 	高於	c=6 d=0.0564173 t=19856
gao zai 	高在	c=1 d=6.38062e-09 t=19856
gao zi fei 	高資費	c=1 d=2.05758e-18 t=19856
ge 	個	c=36 d=1.0959 t=19856
ge 	各	c=6 d=0.334546 t=19856
ge 	格	c=1 d=0.332871 t=19856
ge bie 	個別	c=2 d=0.24878 t=19856
ge dian 	各點	c=1 d=3.33268e-15 t=19856
ge duo xiao shi 	個多小時	c=1 d=0.276651 t=19856
ge ge 	哥哥	c=1 d=0.0057994 t=19856
ge guo 	各國	c=0 d=0.00187793 t=19856
ge guo yu yan 	各國語言	c=1 d=0.0188734 t=19856
ge lei 	各類	c=1 d=7.4107e-05 t=19856
ge li 	個例	c=1 d=2.68932e-21 t=19856
ge ren 	個人	c=1 d=2.4059e-05 t=19856
ge sheng fen 	個省份	c=1 d=2.83452e-22 t=19856
ge shi hua 	格式化	c=1 d=3.2186e-17 t=19856
ge ti 	個體	c=0 d=2.7574e-22 t=19856
ge wei du 	個維度	c=1 d=0.331211 t=19856
ge wen ti 	個問題	c=1 d=6.49271e-08 t=19856
ge xiao shi 	個小時	c=1 d=0.0206508 t=19856
ge xing huo 	個星火	c=1 d=0.116484 t=19856
ge yue 	個月	c=6 d=0.0599047 t=19856
ge yun ying 	個運營	c=1 d=0.105399 t=19856
ge zhong qing kuang 	各種情況	c=1 d=1.7404e-19 t=19856
ge zhong shi 	各種事	c=1 d=3.0754e-11 t=19856
ge zi 	各自	c=1 d=2.45618e-13 t=19856
gei 	給	c=11 d=0.118791 t=19856
gei chu 	給出	c=2 d=0.355226 t=19856
gei de 	給的	c=2 d=3.20811e-08 t=19856
gei ge 	給個	c=1 d=4.35516e-16 t=19856
gei mian zi 	給面子	c=0 d=4.87415e-18 t=19856
gei ni 	給你	c=3 d=0.00235786 t=19856
gei ni de 	給你的	c=1 d=0.118245 t=19856
gei ni xie 	給你寫	c=1 d=5.35626e-09 t=19856
gei pei zhi 	給配置	c=1 d=0.0266491 t=19856
gei qian 	給錢	c=0 d=6.85865e-07 t=19856
gei ta 	給他	c=2 d=3.72729e-08 t=19856
gei wo 	給我	c=2 d=8.72054e-08 t=19856
gei xie 	給些	c=1 d=4.91979e-09 t=19856
gei xie shi jian 	給些時間	c=1 d=4.79832e-09 t=19856
gei yi 	給以	c=1 d=1.26991e-17 t=19856
gei yi ge 	給一個	c=2 d=6.16326e-13 t=19856
gei zhe ge 	給這個	c=1 d=0.084163 t=19856
gen 	跟	c=8 d=0.0958472 t=19856
gen ben 	根本	c=0 d=1.35466e-09 t=19856
gen ben lai bu ji 	根本來不及	c=1 d=5.17203e-09 t=19856
gen bu shang 	跟不上	c=1 d=0.241714 t=19856
gen jin 	跟進	c=0 d=2.46807e-12 t=19856
gen jin zhun 	跟進準	c=1 d=2.48044e-11 t=19856
gen ju 	根據	c=7 d=0.22091 t=19856
gen jue 	根絕	c=1 d=5.64546e-10 t=19856
gen ni 	跟你	c=1 d=5.94925e-09 t=19856
gen shang 	跟上	c=1 d=7.86067e-22 t=19856
gen yin 	根因	c=3 d=8.21383e-09 t=19856
gen zhe 	跟着	c=3 d=2.1939e-08 t=19856
geng 	更	c=8 d=0.022073 t=19856
geng ce ding 	更測定	c=1 d=2.69444e-14 t=19856
geng chong fen 	更充分	c=2 d=1.96e-14 t=19856
geng da 	更大	c=4 d=0.000127168 t=19856
geng dao 	更到	c=1 d=0.00138785 t=19856
geng di 	更低	c=4 d=0.904837 t=19856
geng duo 	更多	c=2 d=0.00103848 t=19856
geng fu za 	更復雜	c=1 d=0.501576 t=19856
geng gai 	更改	c=2 d=3.86919e-13 t=19856
geng gao 	更高	c=1 d=2.52316e-06 t=19856
geng geng xin 	更更新	c=1 d=2.51057e-06 t=19856
geng ming que 	更明確	c=1 d=3.9489e-11 t=19856
geng qing xi 	更清晰	c=1 d=1.95623e-12 t=19856
geng se 	梗塞	c=0 d=9.64425e-17 t=19856
geng se ge 	梗塞個	c=1 d=9.69259e-16 t=19856
geng shi he 	更適合	c=1 d=9.74117e-16 t=19856
geng ta hui shuo le 	更他會說了	c=1 d=4.2498e-22 t=19856
geng xi 	更細	c=1 d=0.00131358 t=19856
geng xi wang 	更希望	c=1 d=6.83141e-18 t=19856
geng xiao 	更小	c=1 d=3.43184e-07 t=19856
geng xin 	更新	c=26 d=0.379631 t=19856
geng zheng 	更正	c=1 d=0.00402593 t=19856
gong 	共	c=1 d=0.115903 t=19856
gong cheng mo shi 	工程模式	c=1 d=1.31832e-16 t=19856
gong dan 	工單	c=0 d=6.28884e-16 t=19856
gong dan he bing 	工單合併	c=1 d=6.32036e-15 t=19856
gong gao 	公告	c=1 d=0.00166989 t=19856
gong he 	共和	c=1 d=0.00603608 t=19856
gong ju 	工具	c=3 d=0.000356206 t=19856
gong kai 	公開	c=0 d=0.00948935 t=19856
gong neng 	功能	c=3 d=1.90204e-05 t=19856
gong shi 	公式	c=1 d=4.8132e-16 t=19856
gong si 	公司	c=10 d=2.24844e-07 t=19856
gong xi 	恭喜	c=1 d=4.36569e-15 t=19856
gong ying lian 	供應鏈	c=2 d=1.21887e-05 t=19856
gong zi 	工資	c=1 d=3.59909e-08 t=19856
gong zuo 	工作	c=6 d=0.597501 t=19856
gong zuo ri 	工作日	c=5 d=1.55203e-09 t=19856
gong zuo ti 	工作梯	c=1 d=2.15119e-12 t=19856
gou lian 	勾連	c=2 d=3.26431e-05 t=19856
gou tong 	溝通	c=6 d=0.45639 t=19856
gou tong hui 	溝通會	c=1 d=2.51878e-15 t=19856
gu 	故	c=1 d=0.000114493 t=19856
gu ding 	固定	c=2 d=0.0515605 t=19856
gu hua 	固化	c=1 d=1.44199e-12 t=19856
gu ji 	估計	c=4 d=4.30963e-10 t=19856
gu suan 	估算	c=3 d=0.160414 t=19856
gu suan xia 	估算下	c=1 d=4.3327e-14 t=19856
gu yi 	故意	c=1 d=0.000135646 t=19856
gu zhang 	故障	c=4 d=0.0441572 t=19856
guai 	怪	c=1 d=1.16041e-15 t=19856
guan 	灌	c=1 d=1.55002e-09 t=19856
guan 	管	c=2 d=0.400545 t=19856
guan 	關	c=3 d=0.000162473 t=19856
guan bi 	關閉	c=8 d=0.000281089 t=19856
guan cha 	觀察	c=17 d=0.0329332 t=19856
guan cha xia he a 	觀察下呵呵	c=1 d=0.0028799 t=19856
guan fang 	官方	c=1 d=1.49798e-19 t=19856
guan jian 	關鍵	c=2 d=0.973289 t=19856
guan li 	管理	c=1 d=0.0238115 t=19856
guan li qi 	管理器	c=1 d=2.4989e-10 t=19856
guan li yuan 	管理員	c=1 d=1.11222e-16 t=19856
guan na me duo 	管那麼多	c=1 d=1.19905e-18 t=19856
guan xi 	關係	c=6 d=0.0253763 t=19856
guan xin 	關心	c=0 d=2.00443e-05 t=19856
guan xin he a 	關心呵呵	c=1 d=0.000201444 t=19856
guan yu 	關於	c=5 d=0.000854495 t=19856
guan zhu 	關注	c=5 d=0.00694315 t=19856
guang 	光	c=1 d=1.51278e-17 t=19856
guang dong 	廣東	c=5 d=1.58939e-13 t=19856
guang ge 	光哥	c=1 d=1.25403e-16 t=19856
guang ge 	廣哥	c=1 d=1.50523e-17 t=19856
gui 	歸	c=4 d=2.66712e-05 t=19856
gui dao 	軌道	c=1 d=1.04007e-21 t=19856
gui ding 	規定	c=1 d=1.45598e-08 t=19856
gui fan 	規範	c=3 d=0.000806107 t=19856
gui fan xia 	規範下	c=1 d=0.000911882 t=19856
gui fan zhe 	規範着	c=1 d=6.74598e-17 t=19856
gui hu 	鬼狐	c=1 d=2.2332e-11 t=19856
gui hua 	規劃	c=92 d=3.50556 t=19856
gui hua bian dong 	規劃變動	c=1 d=4.74896e-05 t=19856
gui hua biao 	規劃表	c=1 d=7.12255e-09 t=19856
gui hua shi ke 	規劃時刻	c=1 d=5.0933e-05 t=19856
gui hua zhong 	桂華中	c=1 d=0.00216573 t=19856
gui shu 	歸屬	c=9 d=0.0141223 t=19856
gui shu tong ji 	歸屬統計	c=1 d=5.19973e-13 t=19856
gui su 	歸宿	c=1 d=0.0137736 t=19856
gui ze 	規則	c=2 d=0.0144798 t=19856
gui zi ji 	龜茲伎	c=3 d=2.5951e-05 t=19856
gui zu 	貴族	c=1 d=0.000234044 t=19856
gun le 	滾了	c=1 d=1.26905e-09 t=19856
guo 	國	c=2 d=0.000289125 t=19856
guo 	過	c=8 d=0.0554327 t=19856
guo biao ma 	國標碼	c=2 d=1.27529e-10 t=19856
guo cheng 	過程	c=5 d=3.89818e-07 t=19856
guo cheng zhong 	過程中	c=1 d=8.19009e-05 t=19856
guo da 	過大	c=6 d=0.0466538 t=19856
guo de gang 	郭德綱	c=1 d=6.54215e-09 t=19856
guo du 	過渡	c=5 d=0.833828 t=19856
guo duo 	過多	c=5 d=0.0343896 t=19856
guo fen 	過分	c=1 d=0.0871609 t=19856
guo fen le 	過分了	c=1 d=0.0925506 t=19856
guo gao 	過高	c=1 d=0.0349094 t=19856
guo hang 	國行	c=2 d=4.81092e-19 t=19856
guo kuai 	過快	c=3 d=1.12567e-13 t=19856
guo lai 	過來	c=4 d=0.305746 t=19856
guo lv 	過濾	c=4 d=0.000127175 t=19856
guo nei 	國內	c=1 d=8.39743e-05 t=19856
guo qi 	過期	c=2 d=1.4087e-06 t=19856
guo qing 	國慶	c=2 d=0.402162 t=19856
guo qing hui lai 	國慶回來	c=1 d=0.327915 t=19856
guo qing le 	國慶了	c=1 d=0.351692 t=19856
guo qu 	過去	c=4 d=3.05302e-09 t=19856
guo shan che 	過山車	c=1 d=3.87004e-09 t=19856
guo yi bian 	過一遍	c=2 d=0.557106 t=19856
ha 	哈	c=2 d=5.34499e-06 t=19856
ha er bin 	哈爾濱	c=1 d=1.36882e-17 t=19856
ha shi 	哈市	c=1 d=0.307279 t=19856
ha you 	哈有	c=1 d=1.96504e-06 t=19856
hai 	還	c=11 d=0.820909 t=19856
hai bu dui 	還不對	c=1 d=1.1398e-10 t=19856
hai bu neng 	還不能	c=1 d=7.23142e-11 t=19856
hai bu shao 	還不少	c=1 d=1.56235e-14 t=19856
hai gao 	還高	c=1 d=1 t=19856
hai ge 	海哥	c=2 d=6.40474e-15 t=19856
hai hao 	還好	c=9 d=0.00273944 t=19856
hai hui 	還會	c=2 d=0.782705 t=19856
hai hui bu hui 	還會不會	c=1 d=9.63604e-06 t=19856
hai kan bu dao 	還看不到	c=1 d=1.2601e-14 t=19856
hai ke yi 	還可以	c=3 d=1.3041e-06 t=19856
hai kun 	還困	c=1 d=4.13136e-13 t=19856
hai mei 	還沒	c=7 d=0.000267872 t=19856
hai mei gei 	還沒給	c=1 d=1.76244e-20 t=19856
hai mei guo lai 	還沒過來	c=1 d=4.91127e-18 t=19856
hai mei hui fu 	還沒恢復	c=1 d=1.06256e-08 t=19856
hai mei you 	還沒有	c=1 d=1.70507e-13 t=19856
hai nan 	海南	c=3 d=1.89967e-13 t=19856
hai neng 	還能	c=2 d=1.75943e-21 t=19856
hai neng gou 	還能夠	c=0 d=4.59749e-07 t=19856
hai shi 	還是	c=48 d=1.22286 t=19856
hai shi bu 	還是不	c=1 d=6.44256e-05 t=19856
hai shi zhe ge 	還是這個	c=1 d=7.15947e-11 t=19856
hai shuo 	還說	c=1 d=3.16906e-11 t=19856
hai suan 	還算	c=1 d=4.92314e-17 t=19856
hai wai 	海外	c=2 d=5.7412e-05 t=19856
hai xia jiang 	還下降	c=1 d=1.77405e-09 t=19856
hai xu 	還需	c=2 d=0.130029 t=19856
hai xu yao 	還需要	c=3 d=0.336216 t=19856
hai yao 	還要	c=4 d=0.0913931 t=19856
hai yao ma 	還要嗎	c=1 d=9.37546e-07 t=19856
hai yao yong 	還要用	c=1 d=0.918512 t=19856
hai yi wei 	還以爲	c=1 d=9.71272e-11 t=19856
hai yong 	還用	c=1 d=0.0294518 t=19856
hai you 	還有	c=21 d=0.572586 t=19856
hai you fu gai 	還有覆蓋	c=1 d=2.00992e-07 t=19856
hai you ge 	還有個	c=2 d=0.00889768 t=19856
hai you mei 	還有沒	c=2 d=0.371577 t=19856
hai you ren gen ma 	還有人跟嗎	c=1 d=1.05982e-07 t=19856
hai you wen ti 	還有問題	c=1 d=5.98009e-11 t=19856
hai you yi bu fen 	還有一部分	c=1 d=6.77403e-07 t=19856
hai you yi dian 	還有一點	c=1 d=0.0261214 t=19856
hai you yi ge 	還有一個	c=2 d=1.98478e-06 t=19856
hai zai 	還在	c=4 d=7.08461e-05 t=19856
han guo 	韓國	c=0 d=1.70391e-06 t=19856
han lin 	翰林	c=2 d=2.93744e-15 t=19856
han shu 	函數	c=9 d=0.060338 t=19856
han shu ming 	函數名	c=1 d=1.17204e-11 t=19856
han shu ming shi 	函數名是	c=1 d=1.07083e-11 t=19856
han yi 	含義	c=1 d=0.0104099 t=19856
hang 	航	c=1 d=7.1422e-12 t=19856
hang 	行	c=2 d=0.000242381 t=19856
hang zhou 	杭州	c=3 d=0.0122773 t=19856
hao 	好	c=54 d=0.937562 t=19856
hao 	耗	c=2 d=0.573075 t=19856
hao 	號	c=37 d=1.12901 t=19856
hao ba 	好吧	c=20 d=0.674179 t=19856
hao bu hao 	好不好	c=0 d=8.23675e-14 t=19856
hao bu hao gai 	好不好改	c=1 d=8.27804e-13 t=19856
hao chi 	好喫	c=1 d=5.86367e-15 t=19856
hao de 	好的	c=11 d=0.13679 t=19856
hao duo 	好多	c=1 d=0.000510561 t=19856
hao hao 	好好	c=1 d=2.68657e-09 t=19856
hao he 	好喝	c=1 d=4.97093e-13 t=19856
hao le 	好了	c=4 d=0.000270565 t=19856
hao lou 	號樓	c=2 d=0.000263884 t=19856
hao shi 	好事	c=1 d=3.38362e-17 t=19856
hao xiang 	好像	c=13 d=0.00647375 t=19856
hao xiang shi 	好像是	c=1 d=0.00663763 t=19856
hao yi xie 	好一些	c=1 d=0.0148464 t=19856
hao yong 	好用	c=0 d=8.96749e-14 t=19856
he 	和	c=207 d=2.53599 t=19856
he 	喝	c=1 d=4.65809e-13 t=19856
he a 	呵呵	c=0 d=0.000286554 t=19856
he bei 	河北	c=3 d=1.72241e-11 t=19856
he bing 	合併	c=3 d=0.0222824 t=19856
he bing de 	合併的	c=1 d=8.14925e-05 t=19856
he bing le 	和冰了	c=1 d=0.000340532 t=19856
he bing shi 	合併式	c=2 d=0.0011458 t=19856
he gui 	合規	c=1 d=8.47001e-18 t=19856
he ji he ji 	合計合計	c=1 d=0.0141931 t=19856
he lao po 	和老婆	c=1 d=6.96586e-12 t=19856
he li 	合理	c=6 d=1.47816e-12 t=19856
he li de 	合理的	c=1 d=0.0293049 t=19856
he nan 	河南	c=8 d=0.918512 t=19856
he ni shuo 	和你說	c=1 d=1.48641e-16 t=19856
he shi 	合適	c=2 d=0.0858632 t=19856
he shi ma 	合適嗎	c=1 d=3.15272e-09 t=19856
he ta men 	和他們	c=1 d=7.24768e-08 t=19856
he tong 	合同	c=1 d=3.03642e-08 t=19856
he wo 	和我	c=1 d=0.0399551 t=19856
he wo men 	和我們	c=1 d=0.00615802 t=19856
he xi 	河西	c=1 d=2.81214e-17 t=19856
he xin 	核心	c=0 d=0.000214418 t=19856
he xin ku 	核心庫	c=1 d=0.00215492 t=19856
he yi xia 	合一下	c=1 d=4.63486e-13 t=19856
he zhe ge 	和這個	c=1 d=6.86215e-12 t=19856
he zhi xing quan an 	和執行權按	c=1 d=7.92887e-06 t=19856
he zhu yao shi 	和主要是	c=1 d=6.29205e-21 t=19856
hei he 	黑河	c=1 d=1.28267e-17 t=19856
hei long jiang 	黑龍江	c=2 d=2.65195e-17 t=19856
hei she hui 	黑社會	c=1 d=6.96349e-08 t=19856
hen 	很	c=4 d=0.102797 t=19856
hen bu quan 	很不全	c=1 d=5.20964e-06 t=19856
hen da 	很大	c=10 d=0.000821121 t=19856
hen da de 	很大的	c=1 d=9.36081e-18 t=19856
hen di 	很低	c=4 d=1.06887e-10 t=19856
hen di de 	很低的	c=1 d=3.16196e-14 t=19856
hen dian xing 	很典型	c=1 d=1.17168e-11 t=19856
hen du te 	很獨特	c=1 d=2.75458e-09 t=19856
hen duo 	很多	c=8 d=0.0105852 t=19856
hen en 	很恩	c=1 d=1.1459e-14 t=19856
hen fan 	很煩	c=1 d=0.0997588 t=19856
hen fei shi 	很費時	c=1 d=5.06789e-05 t=19856
hen gao 	很高	c=4 d=2.23784e-06 t=19856
hen gei mian zi 	很給面子	c=1 d=4.89859e-17 t=19856
hen hao 	很好	c=1 d=0.955997 t=19856
hen ji 	很急	c=1 d=1.19783e-06 t=19856
hen ke neng 	很可能	c=1 d=7.16435e-19 t=19856
hen man 	很滿	c=1 d=3.28194e-11 t=19856
hen meng 	很猛	c=1 d=1.37544e-15 t=19856
hen ming xian 	很明顯	c=1 d=0.00271219 t=19856
hen nan 	很難	c=5 d=3.02146e-08 t=19856
hen qi guai 	很奇怪	c=1 d=7.05168e-09 t=19856
hen quan 	很全	c=1 d=9.56486e-07 t=19856
hen ran ren 	很然人	c=1 d=0.0958472 t=19856
hen shao 	很少	c=3 d=3.66142e-10 t=19856
hen xiao 	很小	c=1 d=5.20238e-19 t=19856
hen you di qi 	很有底氣	c=1 d=4.24763e-16 t=19856
hen zheng chang 	很正常	c=1 d=1.74794e-11 t=19856
hong 	紅	c=2 d=2.38082e-21 t=19856
hong yan 	紅顏	c=0 d=1.7252e-05 t=19856
hong yan jiu 	紅顏舊	c=1 d=0.000173384 t=19856
hou 	後	c=52 d=0.222792 t=19856
hou ben 	後本	c=2 d=0.00794669 t=19856
hou de 	厚的	c=1 d=0.00404611 t=19856
hou jian 	後件	c=1 d=0.00244185 t=19856
hou lai 	後來	c=3 d=0.00103848 t=19856
hou mian 	後面	c=22 d=2.47203 t=19856
hou qi 	後期	c=3 d=1.08126e-16 t=19856
hou sha yu 	後沙峪	c=3 d=2.67472e-21 t=19856
hou tai 	後臺	c=1 d=0.00848038 t=19856
hou tian 	後天	c=1 d=0.0321422 t=19856
hou xu 	後續	c=2 d=0.00367942 t=19856
hou zhe 	後者	c=1 d=0.000199439 t=19856
hu 	壺	c=1 d=3.28613e-17 t=19856
hu 	胡	c=0 d=3.95777e-09 t=19856
hu e zhong 	胡俄中	c=1 d=3.97761e-08 t=19856
hu hang 	護航	c=3 d=1.24647e-09 t=19856
hu lve 	忽略	c=5 d=0.298197 t=19856
hu nan 	湖南	c=1 d=3.51202e-14 t=19856
hu ou 	互毆	c=1 d=6.99839e-08 t=19856
hu po 	湖泊	c=0 d=6.68817e-05 t=19856
hu xing 	戶型	c=1 d=5.4842e-22 t=19856
hua 	化	c=6 d=0.000452827 t=19856
hua 	畫	c=5 d=0.0450492 t=19856
hua 	話	c=35 d=0.854764 t=19856
hua bei 	華北	c=6 d=2.48683e-07 t=19856
hua dao 	滑倒	c=1 d=8.01401e-14 t=19856
hua de 	畫的	c=1 d=3.98032e-16 t=19856
hua dong 	華東	c=2 d=2.49848e-08 t=19856
hua nan 	華南	c=1 d=6.06944e-09 t=19856
hua shuo hui lai 	話說回來	c=1 d=0.109154 t=19856
hua wei 	華爲	c=4 d=5.70839e-15 t=19856
hua xian 	劃線	c=1 d=7.93292e-12 t=19856
hua xian 	化纖	c=1 d=7.89335e-12 t=19856
hua zhong 	華中	c=3 d=1.18494e-07 t=19856
huan 	換	c=1 d=5.44943e-07 t=19856
huan cheng 	換成	c=3 d=0.000174043 t=19856
huan cun 	緩存	c=1 d=0.0401553 t=19856
huan jie 	緩解	c=1 d=3.10146e-22 t=19856
huan jing 	環境	c=16 d=0.421594 t=19856
huan lai 	換來	c=1 d=3.67367e-14 t=19856
huan liang 	讙亮	c=1 d=0.103312 t=19856
huan ni 	還你	c=2 d=1.85301e-05 t=19856
huan suan 	換算	c=0 d=0.000247875 t=19856
huan suan shi 	換算是	c=1 d=0.00249118 t=19856
huan xia 	換下	c=1 d=7.00078e-12 t=19856
huan ying 	歡迎	c=3 d=3.11006e-12 t=19856
huang niu rou 	黃牛肉	c=1 d=1.33135e-14 t=19856
hui 	回	c=8 d=0.524668 t=19856
hui 	慧	c=1 d=0.000259956 t=19856
hui 	會	c=74 d=1.48451 t=19856
hui bu hui 	會不會	c=4 d=0.0147726 t=19856
hui du 	灰度	c=10 d=0.000237136 t=19856
hui du guo cheng 	灰度過程	c=1 d=3.91772e-06 t=19856
hui dui 	會對	c=1 d=0.839457 t=19856
hui fu 	回覆	c=4 d=0.000169951 t=19856
hui fu 	恢復	c=14 d=1.1636e-07 t=19856
hui gui 	回歸	c=1 d=8.61001e-05 t=19856
hui gun 	回滾	c=2 d=0.0191587 t=19856
hui gun chang jing 	回滾場景	c=1 d=1.26926e-11 t=19856
hui hu 	回鶻	c=1 d=2.54938e-10 t=19856
hui jia 	回家	c=1 d=0.000219315 t=19856
hui jiang di 	會降低	c=1 d=1.6558e-21 t=19856
hui lai 	回來	c=3 d=0.032628 t=19856
hui lai le 	回來了	c=1 d=0.904837 t=19856
hui min 	惠民	c=1 d=0.00763509 t=19856
hui sheng 	回升	c=2 d=0.0112297 t=19856
hui tiao 	回調	c=1 d=0.162026 t=19856
hui tui 	回退	c=2 d=5.46806e-06 t=19856
hui yi 	會議	c=3 d=1.39307e-10 t=19856
hui yi shi 	會議室	c=2 d=0.311923 t=19856
hui you 	會有	c=5 d=0.477114 t=19856
hui you xie 	會有些	c=1 d=5.02088e-13 t=19856
hui you xie pian cha 	會有些偏差	c=1 d=0.00511796 t=19856
hui zhong li xiao qu 	慧螽裏小區	c=1 d=1.02937e-17 t=19856
hui zong 	彙總	c=2 d=6.32572e-16 t=19856
hun he 	混合	c=6 d=2.08674e-05 t=19856
hun li 	婚禮	c=1 d=0.0105672 t=19856
hun xiao 	混淆	c=1 d=0.00680566 t=19856
hun yin 	婚姻	c=1 d=0.017249 t=19856
huo 	或	c=7 d=0.56381 t=19856
huo 	活	c=3 d=3.52009e-09 t=19856
huo 	火	c=1 d=2.35378e-12 t=19856
huo de 	獲得	c=1 d=1.10116e-16 t=19856
huo dong 	活動	c=2 d=7.20431e-09 t=19856
huo nei 	或內	c=1 d=0.00013845 t=19856
huo qu 	獲取	c=18 d=0.000304709 t=19856
huo zhe 	或者	c=18 d=0.00592445 t=19856
huo zhe ge 	或者個	c=1 d=0.0544757 t=19856
i os 	iOS	c=0 d=6.33025e-05 t=19856
ji 	即	c=4 d=5.95485e-13 t=19856
ji 	及	c=6 d=0.000413853 t=19856
ji 	急	c=2 d=3.40764e-12 t=19856
ji 	機	c=3 d=0.0106332 t=19856
ji 	計	c=3 d=9.58052e-10 t=19856
ji ang 	激昂	c=0 d=0.0275271 t=19856
ji bei jiu 	幾杯酒	c=1 d=1.46707e-09 t=19856
ji ben 	基本	c=14 d=4.51887e-05 t=19856
ji ben jie 	基本解	c=1 d=1.65041e-12 t=19856
ji bian liang 	及變量	c=2 d=2.70332e-12 t=19856
ji bie 	級別	c=0 d=1.70507e-14 t=19856
ji cheng 	集成	c=1 d=0.344728 t=19856
ji chu 	基礎	c=13 d=1.01917 t=19856
ji chu shang 	基礎上	c=1 d=0.000493001 t=19856
ji de 	記得	c=1 d=2.52444e-12 t=19856
ji dian 	幾點	c=0 d=5.662e-16 t=19856
ji dian hui jia 	幾點回家	c=1 d=5.69038e-15 t=19856
ji duan 	極端	c=1 d=1.73502e-12 t=19856
ji ei dao na 	及誒到哪	c=1 d=5.662e-15 t=19856
ji fei 	計費	c=30 d=0.269552 t=19856
ji fei da 	計費大	c=1 d=0.0106734 t=19856
ji fei dai kuan 	計費帶寬	c=1 d=5.98111e-13 t=19856
ji fei dan na yuan 	計費但那原	c=1 d=7.5227e-05 t=19856
ji fei dan yuan 	計費單元	c=32 d=0.458819 t=19856
ji fei lei xing 	計費類型	c=3 d=2.24128e-12 t=19856
ji fei zhi 	計費值	c=39 d=0.634637 t=19856
ji gao 	極高	c=1 d=2.5454e-21 t=19856
ji ge 	及格	c=1 d=2.74224e-15 t=19856
ji ge 	幾個	c=3 d=0.852144 t=19856
ji ge dan yuan 	幾個單元	c=1 d=5.14799e-13 t=19856
ji ge xiao shi 	幾個小時	c=1 d=0.000505481 t=19856
ji he 	集合	c=3 d=0.104874 t=19856
ji hu 	幾乎	c=3 d=7.04344e-08 t=19856
ji hua 	計劃	c=16 d=0.280309 t=19856
ji jiang 	即將	c=2 d=5.49092e-07 t=19856
