# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	19856
#@/user_id	240c8f47-1b3e-481f-bf46-4ce45a0f2d10
a 	啊	c=2 d=0.0773569 t=19856
mei wen ti 	沒問題	c=5 d=9.06507e-07 t=19856
mei xie 	美協	c=1 d=2.04558e-08 t=19856
mei yao 	沒要	c=1 d=4.70411e-11 t=19856
mei yi yi 	沒意義	c=1 d=3.13593e-05 t=19856
mei yong 	沒用	c=1 d=4.69276e-12 t=19856
mei yong le 	沒用了	c=1 d=2.07078e-05 t=19856
mei you 	沒有	c=55 d=0.213693 t=19856
mei you bi yao 	沒有必要	c=1 d=4.79001e-18 t=19856
mei you de 	沒有得	c=1 d=4.14924e-05 t=19856
mei you wen ti 	沒有問題	c=1 d=3.85336e-17 t=19856
men 	們	c=6 d=0.0632918 t=19856
meng 	猛	c=2 d=0.97531 t=19856
mi 	密	c=1 d=3.45139e-15 t=19856
mi hu 	迷糊	c=1 d=0.331211 t=19856
mi ma 	密碼	c=1 d=1.26031e-16 t=19856
mian 	麪	c=3 d=0.000885907 t=19856
mian fei 	免費	c=32 d=0.922696 t=19856
mian fei dan yuan 	免費單元	c=1 d=1.74431e-16 t=19856
mian fei dian 	免費點	c=7 d=1.52316e-09 t=19856
mian fei shi an 	免費是按	c=1 d=1.11203e-14 t=19856
mian fei shi chang 	免費市場	c=3 d=0.845162 t=19856
mian ji 	面積	c=1 d=2.96963e-11 t=19856
mian tiao 	麪條	c=1 d=1.83849e-17 t=19856
mie 	滅	c=1 d=2.34204e-12 t=19856
min 	民	c=1 d=7.46967e-10 t=19856
min zheng 	民政	c=1 d=8.21828e-16 t=19856
ming 	明	c=1 d=1.58871e-05 t=19856
ming bai 	明白	c=1 d=3.96937e-13 t=19856
ming bai le 	明白了	c=1 d=3.06746e-10 t=19856
ming ling 	命令	c=5 d=0.143704 t=19856
ming ling hang 	命令行	c=5 d=0.000140543 t=19856
ming ming 	明明	c=2 d=0.0413782 t=19856
ming nian 	明年	c=6 d=0.00302256 t=19856
ming que 	明確	c=2 d=0.357007 t=19856
ming que de 	明確的	c=1 d=7.21767e-18 t=19856
ming ti 	命題	c=1 d=1.89319e-09 t=19856
ming tian 	明天	c=16 d=0.0368001 t=19856
ming xian 	明顯	c=19 d=0.251442 t=19856
ming zhong lv 	命中率	c=5 d=0.0192698 t=19856
mo 	末	c=2 d=5.80138e-07 t=19856
mo diao 	抹掉	c=1 d=2.12979e-12 t=19856
mo he 	墨盒	c=1 d=0.551563 t=19856
mo he 	磨合	c=1 d=0.559898 t=19856
mo kuai 	模塊	c=5 d=2.89664e-13 t=19856
mo ni 	模擬	c=2 d=0.000754089 t=19856
mo ping 	抹平	c=1 d=2.60895e-17 t=19856
mo ren 	默認	c=8 d=0.00423343 t=19856
mo ren gui ze 	默認規則	c=2 d=3.1712e-11 t=19856
mo shi 	模式	c=1 d=2.8404e-17 t=19856
mo wei 	末尾	c=1 d=0.000159256 t=19856
mo xing 	模型	c=17 d=0.000175015 t=19856
mo xing na ge 	模型那個	c=1 d=7.44785e-05 t=19856
mo xing xiang guan 	模型相關	c=1 d=3.55408e-07 t=19856
mou yi 	某一	c=1 d=1.78695e-06 t=19856
mu 	木	c=1 d=0.00657159 t=19856
mu biao 	目標	c=12 d=8.61001e-05 t=19856
mu biao you hua 	目標優化	c=1 d=5.79034e-14 t=19856
mu qian 	目前	c=42 d=0.687502 t=19856
mu qian an 	目前按	c=1 d=1.27649e-19 t=19856
na 	哪	c=5 d=0.563238 t=19856
na 	拿	c=12 d=0.00151098 t=19856
na 	那	c=25 d=0.794534 t=19856
na bian 	那邊	c=4 d=0.0156858 t=19856
na chu qu 	拿出去	c=1 d=0.000490542 t=19856
na chun wan 	那春晚	c=1 d=2.07149e-09 t=19856
na dao 	拿到	c=1 d=0.0315873 t=19856
na de 	拿的	c=1 d=3.09724e-06 t=19856
na duan shi jian 	那段時間	c=1 d=5.03217e-10 t=19856
na er 	哪兒	c=0 d=1.02055e-05 t=19856
na gai 	那該	c=1 d=0.0845849 t=19856
na ge 	那個	c=13 d=0.541239 t=19856
na ge jie dao 	那個街道	c=1 d=0.0170774 t=19856
na hao 	那好	c=1 d=3.25659e-08 t=19856
na hao ba 	那好吧	c=1 d=4.29704e-05 t=19856
na hou tian 	那後天	c=1 d=0.323033 t=19856
na jie dian 	那節點	c=1 d=2.06221e-15 t=19856
na jiu 	那就	c=7 d=0.111113 t=19856
na ke yi 	那可以	c=2 d=0.00036159 t=19856
na lao po 	那老婆	c=1 d=3.33098e-09 t=19856
na le 	拿了	c=2 d=4.46483e-14 t=19856
na li 	那裏	c=1 d=3.24874e-09 t=19856
na liang tian 	那兩天	c=2 d=0.133251 t=19856
na luo ji 	那邏輯	c=1 d=1.14887e-15 t=19856
na me 	那麼	c=6 d=0.00118265 t=19856
na me duo 	那麼多	c=3 d=0.00343515 t=19856
na me gao 	那麼高	c=1 d=1.49284e-09 t=19856
na ni 	那你	c=4 d=1.01419e-07 t=19856
na shi 	那是	c=0 d=5.05567e-07 t=19856
na shi hou 	那時候	c=2 d=0.0026852 t=19856
na shi ji 	那是機	c=1 d=0.00148848 t=19856
na shuo shuo 	那說說	c=1 d=1.88831e-08 t=19856
na suan le 	那算了	c=1 d=0.00486835 t=19856
na tian 	哪天	c=1 d=8.99377e-18 t=19856
na wo 	那我	c=10 d=0.0248186 t=19856
na wo yi hui 	那我一會	c=1 d=0.000225994 t=19856
na xian zai 	那現在	c=2 d=3.42356e-08 t=19856
na xie 	哪些	c=1 d=1.02937e-17 t=19856
na xie 	那些	c=2 d=0.0231676 t=19856
na xu yao 	那需要	c=1 d=0.0166557 t=19856
na yang 	那樣	c=1 d=1.16322e-14 t=19856
na yao bu 	那要不	c=1 d=2.52402e-10 t=19856
na yao shi 	那要是	c=1 d=7.32301e-12 t=19856
na ye 	那也	c=3 d=3.03697e-10 t=19856
na yi dong shi ni xie cuo le 	那移動是你寫錯了	c=1 d=0.0441572 t=19856
na zai 	那在	c=1 d=0.0902655 t=19856
na zen me 	那怎麼	c=1 d=9.10612e-17 t=19856
na zhang tu 	那張圖	c=1 d=1.78385e-15 t=19856
na zhe bu fen liang 	那這部分量	c=1 d=1.06843e-14 t=19856
na zhe me 	那這麼	c=1 d=3.37441e-15 t=19856
na zhe me sun a 	那這麼孫啊	c=1 d=3.39123e-14 t=19856
na zhe yang 	那這樣	c=3 d=4.70411e-11 t=19856
na zhi shao 	那至少	c=1 d=2.69261e-06 t=19856
nai cha 	奶茶	c=0 d=0.00424257 t=19856
nai nai 	奶奶	c=1 d=0.000382034 t=19856
nan 	南	c=2 d=0.00124328 t=19856
nan gua 	南瓜	c=1 d=1.82932e-17 t=19856
nan heng 	南橫	c=0 d=1.40978e-12 t=19856
nan yi 	難以	c=3 d=0.00309096 t=19856
ne 	呢	c=10 d=0.0902601 t=19856
ne ge 	呢個	c=0 d=0.00372538 t=19856
ne ning bo 	呢寧波	c=1 d=2.27754e-07 t=19856
nei 	內	c=13 d=8.41833e-06 t=19856
nei bu 	內部	c=6 d=0.177488 t=19856
nei bu kan 	內部看	c=1 d=0.251579 t=19856
nei he 	內核	c=1 d=0.00124951 t=19856
nei rong 	內容	c=3 d=0.000261259 t=19856
nei wai 	內外	c=1 d=3.43417e-15 t=19856
nei yuan 	內源	c=1 d=0.000149233 t=19856
neng 	能	c=30 d=1.0559 t=19856
neng bu neng 	能不能	c=3 d=1.02849e-07 t=19856
neng bu neng ne ge 	能不能呢個	c=1 d=2.79184e-20 t=19856
neng gou 	能夠	c=0 d=1.18285e-06 t=19856
neng he 	能喝	c=1 d=1.51175e-09 t=19856
neng ju zheng 	能舉證	c=1 d=1.42003e-08 t=19856
neng li 	能力	c=7 d=0.0497871 t=19856
ni 	你	c=30 d=0.505638 t=19856
ni can jia 	你參加	c=1 d=0.302704 t=19856
ni da gai 	你大概	c=1 d=1.01335e-09 t=19856
ni de 	你的	c=4 d=0.0222592 t=19856
ni dui bi 	你對比	c=1 d=4.66936e-12 t=19856
ni gen ta men 	你跟他們	c=2 d=1.79143e-08 t=19856
ni hao 	你好	c=2 d=0.0072265 t=19856
ni he 	你和	c=1 d=0.00763509 t=19856
ni he 	擬合	c=1 d=0.00771183 t=19856
ni jiu 	你就	c=2 d=1.11969e-07 t=19856
ni kan 	你看	c=0 d=3.17835e-17 t=19856
ni kan kan 	你看看	c=2 d=4.06708e-05 t=19856
ni kan le 	你看了	c=1 d=1.08178e-13 t=19856
ni kan xia 	你看下	c=1 d=1.97623e-14 t=19856
ni le 	膩了	c=1 d=1.45697e-16 t=19856
ni men 	你們	c=4 d=7.15843e-09 t=19856
ni na 	你那	c=1 d=4.00926e-13 t=19856
ni na bian 	你那邊	c=2 d=0.0057417 t=19856
ni ne ge 	你呢個	c=1 d=1.67082e-10 t=19856
ni ne ge bu neng ne ge 	你呢個不能呢個	c=1 d=1.67911e-09 t=19856
ni shi 	你是	c=1 d=0.315058 t=19856
ni shi bu shi 	你是不是	c=1 d=4.41872e-10 t=19856
ni xian 	你先	c=2 d=7.21153e-08 t=19856
ni xian zai 	你現在	c=1 d=7.97268e-12 t=19856
ni yao 	你要	c=1 d=0.0526021 t=19856
ni ye ke yi 	你也可以	c=2 d=1.03098e-06 t=19856
ni zai 	你在	c=1 d=6.24238e-16 t=19856
ni zhe li 	你這裏	c=1 d=5.59214e-16 t=19856
ni zhe ye 	你這也	c=1 d=0.00327971 t=19856
ni zhi qian 	你之前	c=1 d=0.0185924 t=19856
ni zi ji 	你自己	c=1 d=0.000338834 t=19856
nian 	年	c=5 d=0.00497344 t=19856
nian chen 	年陳	c=1 d=6.4303e-12 t=19856
nian ga 	輾軋	c=0 d=5.90329e-07 t=19856
nian xian 	年限	c=0 d=0.00464212 t=19856
ning bo 	寧波	c=5 d=2.10726e-06 t=19856
niu nai 	牛奶	c=1 d=4.58874e-13 t=19856
nu shi 	怒視	c=0 d=0.000216573 t=19856
nuo 	挪	c=1 d=1.10097e-14 t=19856
nuo bu chu qu 	挪不出去	c=1 d=3.09292e-19 t=19856
o 	哦	c=5 d=0.000389756 t=19856
ou 	偶	c=0 d=0.0316637 t=19856
ou er 	偶爾	c=3 d=1.21635e-10 t=19856
ou shi 	歐式	c=1 d=1.13666e-07 t=19856
ou wen ti 	偶問題	c=1 d=0.318224 t=19856
ou you 	偶有	c=1 d=9.42887e-15 t=19856
pa 	怕	c=3 d=0.865022 t=19856
pa 	爬	c=0 d=0.00880368 t=19856
pa shan 	爬山	c=1 d=5.42502e-12 t=19856
pa yi xia 	爬一下	c=1 d=0.0884781 t=19856
pai 	拍	c=2 d=2.03047e-09 t=19856
pai ban 	排版	c=1 d=5.99557e-12 t=19856
pai cha 	排查	c=10 d=0.072199 t=19856
pai cha xia 	排查下	c=2 d=0.701173 t=19856
pai chu 	排除	c=1 d=9.29007e-17 t=19856
pai ming 	排名	c=1 d=2.67454e-15 t=19856
pai xu 	排序	c=2 d=9.92415e-18 t=19856
pan 	盤	c=2 d=0.00167826 t=19856
pan dian 	盤點	c=0 d=3.61025e-16 t=19856
pan dian xia 	盤點下	c=1 d=3.62834e-15 t=19856
pan ding 	判定	c=2 d=4.05796e-08 t=19856
pan duan 	判斷	c=3 d=1.23648e-11 t=19856
pang shi 	旁氏	c=1 d=0.0689068 t=19856
pao 	跑	c=65 d=2.73165 t=19856
pao ba 	泡吧	c=1 d=1.97113e-13 t=19856
pao bu qi lai 	跑不起來	c=7 d=3.07177e-07 t=19856
pao bu shang qu 	跑不上去	c=1 d=9.24217e-15 t=19856
pao cao 	跑漕	c=9 d=1.20002 t=19856
pao cao le 	跑漕了	c=1 d=3.10843e-19 t=19856
pao cheng 	剖成	c=1 d=1.19287e-16 t=19856
pao chu 	拋出	c=1 d=3.15594e-21 t=19856
pao chu lai 	跑出來	c=1 d=1.52326e-10 t=19856
pao cuo 	跑錯	c=1 d=0.66365 t=19856
pao dao 	跑到	c=7 d=2.27166e-06 t=19856
pao de 	跑的	c=3 d=4.07569e-09 t=19856
pao duo shao 	跑多少	c=1 d=2.50708e-19 t=19856
pao gao 	跑高	c=3 d=0.0544599 t=19856
pao gao dian 	跑高點	c=1 d=7.27015e-15 t=19856
pao le 	跑了	c=2 d=1.5931e-08 t=19856
pao liang 	拋梁	c=12 d=0.281156 t=19856
pao liang gui hua 	拋梁規劃	c=1 d=0.384812 t=19856
pao man 	跑滿	c=1 d=2.16308e-18 t=19856
pao na me gao 	跑那麼高	c=1 d=1.50032e-08 t=19856
pao qi lai 	跑起來	c=6 d=0.0274563 t=19856
pao shang 	跑商	c=1 d=1.54386e-21 t=19856
pao shang qu 	跑上去	c=1 d=3.00151e-19 t=19856
pao xia 	跑下	c=3 d=0.919477 t=19856
pao xie 	跑鞋	c=1 d=1.3814e-07 t=19856
pao yi ci 	跑一次	c=1 d=4.89359e-05 t=19856
pao yi ge 	跑一個	c=1 d=2.87491e-12 t=19856
pao yi xia 	泡一下	c=1 d=0.0889216 t=19856
pei 	陪	c=1 d=1.05181e-06 t=19856
pei chang 	賠償	c=2 d=9.45388e-09 t=19856
pei e 	配額	c=0 d=4.08747e-06 t=19856
pei e a ka 	配額阿卡	c=2 d=9.0755e-05 t=19856
pei he 	配合	c=6 d=0.571306 t=19856
pei le 	配樂	c=1 d=2.63337e-09 t=19856
pei ta men 	陪他們	c=1 d=0.000220415 t=19856
pei zhi 	配置	c=22 d=0.103652 t=19856
peng chang 	捧場	c=0 d=0.000327971 t=19856
peng dao 	碰到	c=1 d=6.44585e-11 t=19856
pi fu 	皮膚	c=1 d=9.50228e-18 t=19856
pi gu 	屁股	c=0 d=3.4088e-17 t=19856
pi gu xia 	屁股下	c=1 d=3.42589e-16 t=19856
pia ca 	啪嚓	c=1 d=2.62024e-09 t=19856
pia ji 	啪唧	c=0 d=0.00424257 t=19856
pia ji nai cha 	啪唧奶茶	c=1 d=0.0426384 t=19856
pian cha 	偏差	c=52 d=1.07386 t=19856
pian cha xi shu 	偏差係數	c=1 d=2.00958e-05 t=19856
pian da 	偏大	c=1 d=1.84645e-09 t=19856
pian di 	偏低	c=3 d=0.408608 t=19856
pian gao 	偏高	c=4 d=0.951599 t=19856
pian gao le 	偏高了	c=1 d=0.00571306 t=19856
pian gao xie 	偏高些	c=1 d=0.782705 t=19856
pian gao yu 	偏高於	c=1 d=1.04134e-06 t=19856
pian ju 	騙局	c=1 d=0.0692522 t=19856
pian mian 	片面	c=1 d=4.37401e-08 t=19856
pian pang 	偏旁	c=3 d=1.62143e-14 t=19856
pian xiao 	偏小	c=1 d=0.00304273 t=19856
pian yi 	便宜	c=0 d=3.95979e-15 t=19856
pin fan 	頻繁	c=3 d=0.000184106 t=19856
pin xie 	拼寫	c=2 d=0.00042926 t=19856
pin xie 	貧血	c=2 d=0.000425707 t=19856
ping 	平	c=2 d=3.87082e-11 t=19856
ping 	評	c=1 d=4.64686e-14 t=19856
ping chang 	平常	c=1 d=1.6306e-17 t=19856
ping fen 	評分	c=1 d=0.00161245 t=19856
ping gu 	評估	c=20 d=2.48596 t=19856
ping jia 	評價	c=1 d=6.59084e-08 t=19856
ping ju 	平局	c=1 d=4.48703e-14 t=19856
ping jun 	平均	c=4 d=0.177511 t=19856
ping shen 	評審	c=1 d=2.23244e-07 t=19856
ping shi 	平時	c=17 d=0.000234044 t=19856
ping tai 	平臺	c=4 d=0.00628261 t=19856
po di 	破的	c=0 d=1.11799e-19 t=19856
po ran 	幡然	c=0 d=0.0416862 t=19856
po ran tian 	幡然天	c=1 d=0.418952 t=19856
po xing 	破性	c=1 d=0.486752 t=19856
pu tong 	普通	c=6 d=3.96734e-07 t=19856
qi 	其	c=1 d=1.92711e-12 t=19856
qi 	器	c=4 d=9.9437e-05 t=19856
qi 	期	c=4 d=5.8346e-07 t=19856
qi 	漆	c=1 d=3.66356e-11 t=19856
qi 	齊	c=2 d=0.282239 t=19856
qi che zi 	騎車子	c=1 d=8.42346e-12 t=19856
qi dong 	啓動	c=3 d=0.124913 t=19856
qi dong pan 	啓動盤	c=2 d=1.35473e-05 t=19856
qi dong qi 	起動器	c=1 d=3.41821e-19 t=19856
qi dong shi jian 	啓動時間	c=1 d=0.0202419 t=19856
qi dong yi ci 	啓動一次	c=1 d=0.301194 t=19856
qi fa 	啓發	c=1 d=9.96029e-13 t=19856
qi fu 	欺負	c=1 d=2.46128e-08 t=19856
qi guai 	奇怪	c=1 d=1.00916e-19 t=19856
qi jian 	期間	c=5 d=6.90969e-05 t=19856
qi lai 	起來	c=2 d=0.000839659 t=19856
qi mi xing 	氣密性	c=2 d=8.75558e-18 t=19856
qi rui 	奇瑞	c=0 d=5.44943e-07 t=19856
qi rui huan 	奇瑞換	c=1 d=5.47674e-06 t=19856
qi shi 	其實	c=5 d=0.113608 t=19856
qi ta 	其他	c=36 d=0.786971 t=19856
qi ta de 	其他的	c=1 d=0.582748 t=19856
qi wang 	期望	c=1 d=0.000357992 t=19856
qi yi 	起義	c=1 d=1.19844e-12 t=19856
qi yu 	其餘	c=1 d=6.695e-16 t=19856
qi zhong 	其中	c=2 d=1.24113e-12 t=19856
qia 	卡	c=0 d=4.08747e-06 t=19856
qia hao 	卡號	c=1 d=0.00348252 t=19856
qia wen ti 	卡問題	c=1 d=4.10796e-05 t=19856
qian 	前	c=12 d=2.42062 t=19856
qian 	簽	c=6 d=1.69006e-05 t=19856
qian 	錢	c=2 d=0.000159966 t=19856
qian duan 	前端	c=1 d=1.31537e-19 t=19856
qian ji ri 	前幾日	c=1 d=0.214381 t=19856
qian mian 	前面	c=5 d=0.0956827 t=19856
qian qi 	前期	c=4 d=1.24717 t=19856
qian qu 	前去	c=1 d=2.71265e-05 t=19856
qian she 	牽涉	c=1 d=0.826959 t=19856
qian tian 	前天	c=2 d=0.00252883 t=19856
qian yi 	前一	c=1 d=3.97004e-15 t=19856
qian yi 	遷移	c=6 d=0.0458937 t=19856
qian yi tian 	前一天	c=1 d=2.04593e-10 t=19856
qian zhe 	前者	c=2 d=0.000201444 t=19856
qiang hong bao 	搶紅包	c=1 d=3.16852e-09 t=19856
qiang pai 	強拍	c=4 d=4.89609e-11 t=19856
qiang ying 	強硬	c=2 d=9.42155e-08 t=19856
qiang zhan 	搶佔	c=10 d=0.0724398 t=19856
qiang zhi 	強制	c=1 d=6.3488e-09 t=19856
qiao he 	巧合	c=0 d=1.56666e-18 t=19856
qie 	且	c=10 d=1.573e-05 t=19856
qie 	切	c=6 d=0.00022941 t=19856
qie chu 	切除	c=1 d=2.22282e-15 t=19856
qie duo shao 	切多少	c=1 d=5.23753e-10 t=19856
qie he 	切合	c=1 d=0.0306538 t=19856
qie huan 	切換	c=6 d=0.0784785 t=19856
qie liang 	且量	c=2 d=0.000160856 t=19856
qie wei 	且未	c=0 d=1.11396e-06 t=19856
qie wei dao qi 	且未到期	c=1 d=1.11955e-05 t=19856
qie zai 	且在	c=1 d=5.38677e-17 t=19856
qie zou 	切走	c=1 d=5.56141e-10 t=19856
qing 	清	c=1 d=0.0184074 t=19856
qing 	請	c=6 d=0.000161524 t=19856
qing ban tian 	請半天	c=1 d=5.01747e-05 t=19856
qing jia 	請假	c=5 d=4.94277e-05 t=19856
qing jia ai le 	請假愛了	c=1 d=7.51478e-22 t=19856
qing jia dan 	請假單	c=1 d=3.63959e-22 t=19856
qing jia le 	請假了	c=2 d=1.49307e-21 t=19856
qing jiao 	請教	c=1 d=1.14512e-06 t=19856
qing jie 	情節	c=0 d=3.60338e-23 t=19856
qing jie 	清潔	c=1 d=1.0664e-21 t=19856
qing jie ai dan 	情節愛單	c=1 d=3.62144e-22 t=19856
qing kuang 	情況	c=51 d=0.24677 t=19856
qing kuang chu li 	情況處理	c=1 d=0.00108628 t=19856
qing kuang xia 	情況下	c=4 d=5.9349e-10 t=19856
qing li 	清理	c=5 d=0.0751328 t=19856
qing qiu 	請求	c=5 d=3.20384e-05 t=19856
qing wei 	輕微	c=2 d=0.304221 t=19856
qing xi 	清晰	c=2 d=0.0617291 t=19856
qing yi 	輕易	c=1 d=2.63248e-05 t=19856
qiu he 	求和	c=1 d=7.51095e-16 t=19856
qiu jie 	求解	c=2 d=8.53569e-05 t=19856
qiu jie qi 	求解器	c=3 d=0.00167461 t=19856
qiu wen 	求穩	c=1 d=0.0178634 t=19856
qu 	去	c=9 d=0.00030764 t=19856
qu 	取	c=16 d=0.0751535 t=19856
qu bie 	區別	c=3 d=0.000567669 t=19856
qu chu 	去除	c=6 d=0.274061 t=19856
qu cuo le 	去錯了	c=1 d=2.33075e-14 t=19856
qu de 	取得	c=1 d=0.000531398 t=19856
qu diao 	去掉	c=3 d=8.19009e-05 t=19856
qu eh shi 	去誒是	c=1 d=1.58899e-07 t=19856
qu fen 	區分	c=2 d=0.000508015 t=19856
qu hao 	區號	c=1 d=2.88333e-17 t=19856
qu jian 	區間	c=1 d=8.87675e-11 t=19856
qu jue yu 	取決於	c=1 d=1.79682e-12 t=19856
qu le 	去了	c=1 d=6.15907e-05 t=19856
qu nian 	去年	c=1 d=0.104874 t=19856
qu ren 	去任	c=2 d=1.91216e-05 t=19856
qu xian 	曲線	c=3 d=2.37049e-07 t=19856
qu xiao 	取消	c=6 d=0.0368633 t=19856
qu yu 	區域	c=18 d=1.80572 t=19856
qu yue 	取樂	c=3 d=1.90268 t=19856
quan 	全	c=5 d=0.0443785 t=19856
quan 	券	c=3 d=0.0230987 t=19856
quan 	權	c=2 d=7.22003e-06 t=19856
quan bu 	全部	c=5 d=1.18908e-05 t=19856
quan de long 	全的隆	c=1 d=1.7655e-11 t=19856
quan heng 	權衡	c=1 d=9.76639e-17 t=19856
quan ju 	全局	c=1 d=1.53486e-11 t=19856
quan liang 	全量	c=4 d=0.126911 t=19856
quan liang 	圈樑	c=1 d=3.5449e-06 t=19856
quan tian 	全天	c=4 d=3.50169e-05 t=19856
quan tian chong ding 	全天衝頂	c=1 d=3.47589e-10 t=19856
quan wang 	全網	c=7 d=0.123687 t=19856
quan wei 	權威	c=0 d=1.23771e-10 t=19856
quan wei na ge 	權威那個	c=1 d=1.24392e-09 t=19856
quan wen 	全文	c=1 d=0.29523 t=19856
quan xian 	權限	c=27 d=0.0852811 t=19856
quan yuan 	全員	c=1 d=2.50622e-15 t=19856
quan yue 	全月	c=3 d=0.00020876 t=19856
quan yue 	權鑰	c=1 d=0.000103081 t=19856
quan zhong 	權重	c=1 d=1.01125e-14 t=19856
que 	雀	c=2 d=1.9285e-10 t=19856
que bao 	確保	c=1 d=3.05164e-08 t=19856
que bie 	卻別	c=1 d=0.000290183 t=19856
que ding 	確定	c=9 d=4.27727 t=19856
que ding de 	確定的	c=1 d=0.806541 t=19856
que qie 	確切	c=1 d=5.39704e-10 t=19856
que ren 	確認	c=14 d=0.680913 t=19856
que ren hou 	確認後	c=1 d=5.43813e-11 t=19856
que ren xia 	確認下	c=5 d=5.70025e-06 t=19856
que shi 	確實	c=13 d=0.970446 t=19856
qun ba 	羣吧	c=1 d=0.0497871 t=19856
qun xiao xi 	羣消息	c=1 d=4.07054e-15 t=19856
ran 	然	c=4 d=0.670327 t=19856
ran hou 	然後	c=21 d=0.563173 t=19856
ran hui 	染繢	c=1 d=1.92115e-05 t=19856
rang 	讓	c=9 d=0.022806 t=19856
rang biao jie 	讓表姐	c=1 d=0.000385874 t=19856
rang na ge ta 	讓那個他	c=1 d=3.16034e-08 t=19856
rang na hou 	讓那後	c=1 d=0.0317456 t=19856
rang ni 	讓你	c=1 d=2.29488e-08 t=19856
rang ta 	讓他	c=1 d=0.0267827 t=19856
rang wei 	讓位	c=1 d=1.42861e-20 t=19856
re a 	熱啊	c=0 d=3.02025e-05 t=19856
re guan 	熱管	c=0 d=6.33025e-05 t=19856
re guan i os neng 	熱管iOS能	c=1 d=0.000636198 t=19856
ren 	人	c=6 d=0.019593 t=19856
ren 	仁	c=1 d=0.40657 t=19856
ren gong 	人工	c=11 d=0.62519 t=19856
ren gong cheng ben xian 	人工成本先	c=2 d=0.000178343 t=19856
ren gong ke fu 	人工客服	c=1 d=5.68941e-13 t=19856
ren he 	任何	c=5 d=0.201897 t=19856
ren hou 	人後	c=2 d=0.663677 t=19856
ren jia 	人家	c=1 d=1.86019e-08 t=19856
ren jie kou 	人接口	c=1 d=0.196912 t=19856
ren ke 	認可	c=2 d=4.14785e-15 t=19856
ren li 	人力	c=1 d=7.77319e-08 t=19856
ren ran 	荏苒	c=1 d=0.440432 t=19856
ren tai duo 	人太多	c=1 d=2.46681e-05 t=19856
ren wei 	認爲	c=5 d=1.41638e-07 t=19856
ren wu 	任務	c=4 d=0.075774 t=19856
ren zhi 	認知	c=1 d=5.29107e-12 t=19856
reng 	仍	c=4 d=5.89742e-17 t=19856
reng ran 	仍然	c=5 d=0.181772 t=19856
reng wei 	仍未	c=1 d=0.00494193 t=19856
reng wei 	仍爲	c=1 d=6.86683e-20 t=19856
reng xu 	仍需	c=1 d=6.82909e-14 t=19856
reng you 	仍有	c=2 d=3.34153e-15 t=19856
ri 	日	c=20 d=0.00432289 t=19856
ri chang 	日常	c=6 d=0.00372805 t=19856
ri li 	日曆	c=14 d=0.0166557 t=19856
ri li jie kou 	日曆接口	c=2 d=1.3169e-11 t=19856
ri lu 	日露	c=1 d=0.0165727 t=19856
ri qi 	日期	c=6 d=0.000335873 t=19856
ri qian 	日前	c=1 d=6.18237e-20 t=19856
ri zhi 	日誌	c=30 d=0.320264 t=19856
ri zhi dai kuan kuan 	日誌帶寬款	c=1 d=0.00980366 t=19856
ri zi 	日子	c=5 d=1.75014e-12 t=19856
rong 	榮	c=0 d=0.000117675 t=19856
rong duan 	熔斷	c=8 d=0.00165327 t=19856
rong gu yi 	榮故意	c=1 d=0.00118265 t=19856
rong liang 	容量	c=7 d=0.391179 t=19856
rong qi 	容器	c=0 d=1.53804e-07 t=19856
rong qi hua 	容器化	c=1 d=1.54575e-06 t=19856
rong yi 	容易	c=6 d=0.00122491 t=19856
rong yu 	冗餘	c=16 d=0.258026 t=19856
rong yu 	榮譽	c=5 d=0.00519915 t=19856
rong yu kong jian 	冗餘空間	c=1 d=5.74463e-09 t=19856
rou 	肉	c=0 d=1.83849e-18 t=19856
ru 	入	c=2 d=3.54671e-12 t=19856
ru 	如	c=2 d=2.84485e-06 t=19856
ru guo 	如果	c=30 d=1.26424 t=19856
ru guo you de 	如果有的	c=1 d=5.13645e-16 t=19856
ru he 	如何	c=1 d=1.96604e-12 t=19856
ru jiao qi 	乳膠漆	c=2 d=7.68476e-11 t=19856
ru ti 	如題	c=1 d=1.02142e-14 t=19856
ru wu 	入伍	c=1 d=2.81654e-06 t=19856
ru xia 	如下	c=5 d=1.08193e-07 t=19856
ru zhi 	乳汁	c=1 d=0.000147011 t=19856
ru zhi 	入職	c=1 d=0.000148489 t=19856
ruan jian 	軟件	c=2 d=1.25037e-11 t=19856
ruan jian bao 	軟件包	c=1 d=7.13856e-06 t=19856
ruan zhuang 	軟裝	c=1 d=2.86749e-11 t=19856
ruo 	弱	c=1 d=1.81396e-06 t=19856
ruo 	若	c=3 d=8.26204e-06 t=19856
ruo bu 	若不	c=0 d=5.38128e-06 t=19856
ruo bu xie ru shu ju 	若不寫入數據	c=1 d=5.40825e-05 t=19856
ruo you 	若有	c=2 d=4.29535e-06 t=19856
sai man 	塞滿	c=1 d=2.65478e-16 t=19856
san 	三	c=4 d=0.221205 t=19856
san da 	三大	c=2 d=1.68939e-13 t=19856
san da yun ying shang 	三大運營商	c=3 d=0.271173 t=19856
san ge 	三個	c=2 d=5.18454e-09 t=19856
san ge yu ming 	三個域名	c=1 d=5.21053e-08 t=19856
san pi 	三辟	c=1 d=0.000530026 t=19856
